id,content_type,content_license,attribution_url,title,file_size,checksum_md5,cid,download_url,image_format
95,image/jpg,,,storybook-8-ch-4,320824,99147c097e7869e92ced2b61ac2a8476,5fb05cf32363ab11c54af5df6e7ee490006486be,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/95_r1.jpg,JPG
96,image/jpg,,,storybook-8-ch-5,348748,6a26469c564fe58f3d4d0f017813e6b3,c449f64413386b17ba50084a18715c8e8af593fa,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/96_r1.jpg,JPG
97,image/jpg,,,storybook-8-ch-6,327767,c29d65ec3c5911c88a0f036c1a0c2684,db2e1d8b7375557e1874dd6074ced4f462c480ec,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/97_r1.jpg,JPG
98,image/jpg,,,storybook-8-ch-7,315875,e76baa4db30305ade539aa8b868c7152,fe5e2c404a5650ecf56b5c842b32206d470212c4,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/98_r1.jpg,JPG
99,image/jpg,,,storybook-8-ch-8,250890,5d607f11e7e10e07a52fbc97966e146a,03c72d7ca4432d651965024905342aa3d44f20f3,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/99_r1.jpg,JPG
100,image/jpg,,,storybook-8-ch-9,317209,ded069bbbaeb94639a994ae3a3c134ab,22df22c32240e5b02795956a4b2ec04fe87ba995,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/100_r1.jpg,JPG
101,image/jpg,,,storybook-8-ch-10,362662,7a6e38c2f2bd3ae7c7772599a069152a,ab5ee497c469f23e65937dc51fee9361b669fa01,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/101_r1.jpg,JPG
102,image/jpg,,,storybook-8-ch-11,234181,a8324b831fcb822f4c2168a450265539,9c21b5668a7cce56c844b408479ef72bb19a2a10,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/102_r1.jpg,JPG
103,image/jpg,,,storybook-8-ch-12,292951,a6e8576a6daaa09883cbf55432257a2c,dd12137fde22d3a2fb04fa6fca2c7204e096e378,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/103_r1.jpg,JPG
104,image/jpg,,,storybook-8-ch-13,316041,46155029758b6a5af99909817be09680,b6d6eca36101c485d52ab75c69e27b4daa5f23ef,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/104_r2.jpg,JPG
105,image/jpg,,,storybook-8-ch-14,187727,7dd783721c2467abc8d754bda47e38ac,cc82f4f306f31dccbfc85b0a9bce29be2aecbf85,https://raw.githubusercontent.com/elimu-ai/webapp-lfs/main/lang-TGL/images/105_r1.jpg,JPG
